,,,,,,,,,,,,,325.630526105221,
2013,Hyundai,Sonata,GLS,Sedan,ca,2,35518,red,beige,enterprise vehicle exchange / tra / rental / tulsa,12200,10700,1500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.8,40322,silver,gray,avis corporation,11900,12300,-400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.8,47516,black,beige,hyundai motor finance,11850,11700,150,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,2.5,40045,white,beige,avis corporation,11900,12300,-400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.3,37499,blue,gray,avis corporation,12050,12400,-350,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3,37060,blue,gray,enterprise vehicle exchange / tra / rental / tulsa,12350,10100,2250,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.9,36564,—,beige,hyundai motor finance,12450,12400,50,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,SE,Sedan,ca,4.8,10241,blue,gray,hyundai motor america/co car,15100,16900,-1800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.9,25895,white,beige,"jpmorgan chase bank,n.a.",12850,12900,-50,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,ca,3.7,48562,silver,gray,hyundai motor finance,14300,14000,300,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,3.8,80181,white,beige,exeter finance corp,9150,10100,-950,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,4.3,27949,black,tan,hyundai motor finance,11550,12900,-1350,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,3.8,34363,white,beige,hyundai motor finance,11700,11700,0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,ca,4.4,32160,white,black,hyundai motor finance,15850,16700,-850,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,4.1,39132,blue,gray,hyundai motor finance,10950,12100,-1150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,ca,4.4,25054,white,black,hyundai motor finance,16450,17100,-650,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,2.9,37801,gray,beige,hyundai motor finance,11050,10800,250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,2,53284,gray,gray,hyundai motor finance,10600,8000,2600,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,ca,4.4,23468,white,beige,hyundai motor finance,16400,17500,-1100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,ca,2.5,40057,black,black,hyundai motor finance,15250,14400,850,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,4.1,36369,white,beige,hyundai motor finance,11100,12700,-1600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,4,42665,blue,gray,hyundai motor america/co car,10800,11600,-800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,4.1,35584,black,beige,hyundai motor finance,11150,12700,-1550,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,ca,4.5,35729,silver,gray,hyundai motor finance,15650,16300,-650,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,4,40065,silver,gray,hyundai motor finance,10950,11900,-950,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,2.2,28181,white,beige,hyundai motor finance,11500,10200,1300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,3.7,48502,gray,gray,hyundai motor finance,10500,11500,-1000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,3.5,60874,gray,gray,high bid trading co inc,9875,10000,-125,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,ca,3.3,44051,white,tan,hyundai motor finance,15050,15000,50,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ca,4.3,49429,white,beige,"jpmorgan chase bank,n.a.",9575,11600,-2025,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,ca,3.6,38781,black,black,santander consumer,11900,12600,-700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,ca,4.5,79131,white,purple,"jpmorgan chase bank,n.a.",10950,11500,-550,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ca,4.6,39274,silver,gray,hyundai motor finance,9975,11800,-1825,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,ca,2.5,102884,white,black,hyundai motor finance,8375,8400,-25,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,ca,2.3,70093,black,black,exeter finance corp,10150,10300,-150,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ca,3.7,61750,blue,gray,santander consumer,9100,10000,-900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,ca,2.4,71195,silver,gray,exeter finance corp,11500,10000,1500,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ca,3.7,54419,silver,black,"jpmorgan chase bank,n.a.",9375,11300,-1925,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Hyundai,Sonata,GLS,Sedan,ca,2.3,126592,black,gray,cig financial,4025,2700,1325,Wed Jan 14 2015 07:00:00 GMT-0800 (PST)
2009,Hyundai,Sonata,SE V6,Sedan,ca,,75030,white,black,toyota chula vista dba scion,7625,9400,-1775,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Hyundai,Sonata,GLS,Sedan,ca,3.1,93344,gray,beige,lincoln financial services,5675,5900,-225,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Hyundai,Sonata,GLS,Sedan,ca,1.9,119035,red,tan,wells fargo dealer services,3600,3400,200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Hyundai,Sonata,LX,Sedan,ca,,102797,silver,—,honda of hayward,4175,3600,575,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Hyundai,Sonata,LX,Sedan,ca,,86712,silver,—,transfleet us llc,4750,1600,3150,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2006,Hyundai,Sonata,LX,Sedan,ca,1,73584,blue,gray,purple heart services inc,5125,3000,2125,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2005,Hyundai,Sonata,GL,Sedan,ca,,208404,burgundy,—,marios auto wholesale,425,700,-275,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Hyundai,Sonata,Base,Sedan,ca,3,130817,white,tan,purple heart services inc,1675,300,1375,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2002,Hyundai,Sonata,GLS,Sedan,ca,,190680,white,—,acura of serramonte,850,850,0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,1,19175,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,14050,11300,2750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,SE,Sedan,ca,4.4,6759,white,black,hyundai motor america/co car,20400,19600,800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.6,10079,silver,gray,hyundai motor america,14900,14400,500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.8,10888,gray,gray,hyundai motor america,14800,13800,1000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.3,13357,gray,gray,hyundai motor america,14600,14300,300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.8,11531,black,gray,hyundai motor america,14750,14600,150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.4,12419,blue,gray,hyundai motor america,14700,14300,400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.5,12404,blue,gray,hyundai motor america,14700,14700,0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,Limited,Sedan,ca,4.6,5261,white,gray,hyundai motor america/co car,19900,21500,-1600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.5,14094,—,gray,hyundai motor america,14500,14400,100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.7,13969,white,gray,hyundai motor america,14550,14600,-50,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,Limited,Sedan,ca,5,557,red,gray,hyundai motor america/co car,20400,23600,-3200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.7,12515,silver,gray,hyundai motor america,14650,14500,150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.4,11919,silver,gray,hyundai motor america,14700,14500,200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,2,12882,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,14650,9200,5450,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.8,12581,white,gray,hyundai motor america,14650,14300,350,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.9,12585,black,gray,hyundai motor america,14650,14500,150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.4,9371,silver,gray,hyundai motor america,14950,14400,550,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.8,10985,gray,gray,hyundai motor america,14800,14900,-100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4,15080,gray,gray,hyundai motor america,14400,14300,100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,ca,4.9,12782,—,gray,hyundai motor america,14650,14300,350,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,SE,Sedan,ca,4.1,24832,black,black,merced volkswagen,13500,14000,-500,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,ca,3.3,45238,white,beige,hyundai motor finance,11050,11800,-750,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2009,Hyundai,Sonata,GLS,Sedan,ca,3.8,76096,silver,gray,ak international inc,6200,7100,-900,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Hyundai,Sonata,GLS,Sedan,ca,2.8,143668,white,beige,high bid trading co inc,2975,2600,375,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Hyundai,Sonata,GL,Sedan,ca,1.9,81268,black,gray,myrddin fleet services,4300,3000,1300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Hyundai,Sonata,LX,Sedan,ca,2.1,217868,blue,beige,titlemax/pasadena ca1,750,1000,-250,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2006,Hyundai,Sonata,LX,Sedan,ca,1.9,176133,silver,gray,lithia hyundai of fresno,1625,2400,-775,Tue Jun 30 2015 09:30:00 GMT-0700 (PDT)
2006,Hyundai,Sonata,LX,Sedan,ca,,102404,blue,—,detroit west auto wholesale,4200,2700,1500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Hyundai,Sonata,GLS,Sedan,ca,,81097,white,—,buena park honda,2850,2500,350,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2003,Hyundai,Sonata,GLS,Sedan,ca,,172427,white,black,k & s auto sales,1275,1000,275,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,4.2,37735,white,beige,the hertz corporation,12100,12600,-500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,fl,4.2,50728,black,gray,srq auto llc,11250,12700,-1450,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ne,4.1,92816,blue,gray,dm northwest inc,7825,8400,-575,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,1.9,17562,silver,gray,hyundai motor finance,10900,9500,1400,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,pa,3.4,45369,black,black,hyundai motor finance,11550,10900,650,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,mi,1.9,56572,black,gray,remarketing by ge/michigan first credit union,9350,7200,2150,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,2.7,31874,black,gray,hyundai motor finance,10300,9400,900,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,fl,4.4,55636,gold,tan,hyundai of new port richey,9400,11300,-1900,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ga,3.4,96150,blue,gray,wells fargo dealer services,7725,7100,625,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,fl,3.9,29706,black,beige,regional acceptance corporation / greenville,10450,11200,-750,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,ga,1.9,107414,red,beige,wells fargo dealer services,9275,8500,775,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,fl,3.5,100851,silver,gray,westfall auto sales,9750,8300,1450,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,fl,,79676,silver,gray,napleton's hyundai,11000,10300,700,Thu Dec 18 2014 10:15:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,pa,4.1,25256,white,black,hyundai motor finance,14250,14200,50,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,nj,2.9,92123,blue,gray,lester glenn buick,10200,10700,-500,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,2.9,23580,silver,gray,hyundai motor finance,10650,9800,850,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,3.5,35855,blue,gray,hyundai motor finance,10150,9900,250,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,fl,4.4,61184,charcoal,tan,santander consumer,12150,11500,650,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,pa,,57311,silver,gray,toyota financial services,10850,7300,3550,Fri Dec 19 2014 08:29:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,la,,60470,blue,—,robinson brothers lincoln,10700,10900,-200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited PZEV,Sedan,pr,2.8,49201,blue,black,scotiabank de puerto rico,11300,10500,800,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,fl,3.6,96190,gray,gray,grow financial fcu,7725,8300,-575,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,3.2,26500,black,black,hyundai motor finance,10500,9500,1000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,mn,1.9,96300,silver,gray,exeter finance corp,7700,5900,1800,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ga,4.1,123147,black,gray,hyundai motor finance,6950,6800,150,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,va,2.3,99328,gray,gray,ourismans rockmont chevrolet,7600,7400,200,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,mi,2.9,59276,white,black,"jpmorgan chase bank,n.a.",12150,7300,4850,Thu Dec 18 2014 13:10:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,la,,81819,silver,black,american auto brokers inc,10900,12200,-1300,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,ga,3.6,66780,beige,tan,wells fargo dealer services,8950,9000,-50,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,va,4.2,64247,white,beige,"jpmorgan chase bank,n.a.",9050,9400,-350,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,fl,2.4,28018,black,black,elder ford of tampa,12600,11000,1600,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,mn,,63822,white,black,lexus of wayzata,12000,12900,-900,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,2.6,15335,silver,gray,hyundai motor finance,10950,9000,1950,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,3.7,28777,black,gray,hyundai motor finance,10400,10100,300,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited PZEV,Sedan,ny,,51248,black,gray,krystal motors car corp,11200,11000,200,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,nj,2.2,41867,gray,gray,all american ford inc,12050,11000,1050,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,fl,4.2,68508,white,tan,d&a fine cars,11600,13000,-1400,Fri Dec 19 2014 09:25:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited PZEV,Sedan,fl,1.9,33739,black,purple,potamkin hyundai inc,12550,11000,1550,Fri Jan 02 2015 09:20:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,mn,4,32502,black,black,hyundai motor finance,13500,13900,-400,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,2.5,22331,blue,gray,hyundai motor finance,10700,9700,1000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,pa,3.6,48139,black,gray,hyundai motor finance,9650,10000,-350,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,Sedan,ga,3.3,30401,silver,gray,bellamy strickland chev olds pon,14000,12400,1600,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,nc,3.2,90136,gold,tan,regional acceptance corporation / greenville,7950,7400,550,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,tx,3.7,79000,blue,silver,dt credit corporation,8475,9000,-525,Tue Dec 30 2014 10:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,SE,Sedan,ne,3.9,87122,burgundy,black,dm northwest inc,9600,9400,200,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,2.1,11099,silver,gray,hyundai motor america/co car,19650,16500,3150,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.8,16386,white,gray,hyundai motor america/co car,18000,18800,-800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.6,13736,black,beige,hyundai motor america/co car,18350,17700,650,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.7,8595,silver,gray,hyundai motor america/co car,19100,18500,600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.4,16684,white,tan,hyundai motor america/co car,14900,14800,100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.2,17831,white,beige,hyundai motor america/co car,17750,18200,-450,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.4,9539,silver,gray,hyundai motor america/co car,15450,14900,550,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.3,22143,red,beige,hyundai motor america/co car,17150,17100,50,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.8,1111,silver,gray,hyundai motor america/co car,15550,15800,-250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.9,8495,white,beige,hyundai motor america/co car,15500,16100,-600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.7,11798,black,gray,hyundai motor america/co car,18650,18400,250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,5,20,silver,gray,hyundai motor america/co car,20300,19900,400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.5,13162,black,gray,hyundai motor america/co car,18450,18600,-150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.2,11427,blue,gray,hyundai motor finance,15000,16400,-1400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata Hybrid,Base,Sedan,ca,5,17437,black,gray,hyundai motor america/co car,14650,17400,-2750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.4,16288,burgundy,beige,hyundai motor america,18800,16400,2400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.8,16983,black,gray,hyundai motor america,18800,16800,2000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.2,17860,black,beige,hyundai motor america,18750,16400,2350,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Limited,Sedan,ca,4.8,5779,white,beige,hyundai motor america/co car,28000,28250,-250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.9,17629,white,gray,hyundai motor america,18750,17100,1650,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.8,15784,silver,gray,hyundai motor america,18800,17200,1600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.8,17821,blue,gray,hyundai motor america,18750,16800,1950,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.6,6345,gray,gray,hyundai motor america,19100,17700,1400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.7,12623,black,gray,hyundai motor america,18900,17600,1300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.4,16144,black,gray,hyundai motor america,18800,16700,2100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.4,14445,gray,gray,hyundai motor america,18850,16700,2150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata Hybrid,Base,Sedan,ca,4.3,21460,white,tan,donlen corporation,14800,18300,-3500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Hyundai,Sonata Hybrid,Base,Sedan,ca,3.8,15995,red,beige,hyundai motor america,17800,17300,500,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata Hybrid,Base,Sedan,pa,5,44016,silver,gray,hyundai motor finance,12150,12600,-450,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata Hybrid,Base,Sedan,il,,32086,gray,—,packey webb ford,12650,12600,50,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata Hybrid,Base,Sedan,pa,3.8,35359,black,gray,hyundai motor finance,12350,12100,250,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata Hybrid,Base,Sedan,ga,2.7,42122,gray,gray,hyundai motor finance,12250,12100,150,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata Hybrid,Base,Sedan,tx,,79240,gray,gray,jerry's hyundai,10450,11000,-550,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2012,Chevrolet,Sonic,LT,Sedan,ca,1.9,50621,red,gray,exeter finance corp,6900,5700,1200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LT,Sedan,ca,,9379,white,black,avis rac/san leandro,10400,9800,600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LT,Sedan,ca,2,5657,silver,black,hertz/tra,10600,3900,6700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
